Content ID,Content Type,Category,Reaction Type,Month,Score
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,hate,3,5
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,love,10,65
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,love,4,65
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,love,7,65
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,indifferent,11,20
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,indifferent,3,20
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,super love,6,75
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,intrigued,12,45
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,intrigued,8,45
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,intrigued,3,45
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,worried,3,12
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,worried,10,12
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,like,3,50
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,heart,8,60
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,heart,12,60
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,heart,10,60
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,heart,4,60
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,want,6,70
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,want,11,70
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,adore,7,72
6fc7f722-0a93-4420-8376-09d6536ecef8,GIF,fitness,adore,4,72
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,disgust,5,0
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,dislike,4,10
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,dislike,11,10
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,scared,6,15
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,scared,1,15
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,interested,7,30
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,peeking,1,35
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,peeking,5,35
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,peeking,3,35
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,peeking,4,35
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,cherish,5,70
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,9,5
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,3,5
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,8,5
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,hate,6,5
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,love,6,65
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,love,5,65
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,love,7,65
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,indifferent,2,20
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,super love,3,75
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,super love,1,75
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,super love,10,75
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,super love,9,75
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,intrigued,6,45
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,worried,2,12
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,worried,8,12
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,like,8,50
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,like,5,50
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,heart,9,60
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,heart,2,60
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,heart,8,60
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,want,4,70
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,want,11,70
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,want,2,70
e611ee64-7ada-428d-aa37-94c8c0782a91,GIF,cooking,adore,8,72
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,disgust,11,0
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,dislike,12,10
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,dislike,8,10
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,scared,1,15
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,interested,9,30
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,interested,7,30
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,peeking,11,35
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,cherish,11,70
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,cherish,2,70
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,hate,6,5
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,hate,11,5
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,love,9,65
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,love,1,65
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,indifferent,1,20
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,indifferent,11,20
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,worried,1,12
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,worried,10,12
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,worried,6,12
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,like,9,50
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,like,1,50
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,like,10,50
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,like,7,50
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,2,60
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,4,60
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,10,60
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,heart,11,60
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,adore,3,72
e96d9fcb-b5be-4382-b809-6315dbe6f89a,photo,tennis,adore,4,72
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,disgust,5,0
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,dislike,12,10
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,scared,8,15
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,interested,5,30
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,peeking,9,35
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,peeking,5,35
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,peeking,2,35
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,cherish,3,70
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,cherish,5,70
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,hate,5,5
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,hate,8,5
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,love,10,65
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,love,9,65
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,super love,11,75
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,intrigued,10,45
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,intrigued,1,45
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,worried,3,12
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,worried,10,12
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,like,10,50
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,like,8,50
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,heart,7,60
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,heart,10,60
a7a7c909-15cb-4719-835b-cc9f835feb50,GIF,animals,adore,8,72
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,4,0
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,11,0
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,disgust,12,0
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,dislike,5,10
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,dislike,7,10
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,scared,12,15
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,scared,3,15
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,peeking,12,35
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,cherish,8,70
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,hate,4,5
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,hate,8,5
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,hate,6,5
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,hate,2,5
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,love,9,65
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,indifferent,11,20
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,super love,12,75
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,worried,9,12
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,like,1,50
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,heart,11,60
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,heart,7,60
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,heart,9,60
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,want,12,70
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,want,6,70
77099957-1551-435e-b386-704d8b91a46e,audio,cooking,adore,3,72
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,disgust,12,0
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,dislike,10,10
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,scared,2,15
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,interested,11,30
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,interested,10,30
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,interested,12,30
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,cherish,11,70
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,cherish,5,70
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,cherish,2,70
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,cherish,10,70
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,hate,1,5
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,love,9,65
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,indifferent,1,20
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,heart,2,60
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,adore,1,72
760e026f-8373-4aa4-acb5-03eb102fc733,audio,food,adore,11,72
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,disgust,4,0
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,disgust,11,0
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,dislike,2,10
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,scared,12,15
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,peeking,5,35
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,hate,7,5
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,love,1,65
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,indifferent,1,20
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,indifferent,6,20
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,super love,1,75
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,intrigued,11,45
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,worried,5,12
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,like,3,50
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,like,7,50
5c7fa152-9628-471d-b715-84e15c4b5d38,audio,tennis,like,1,50
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,dislike,11,10
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,dislike,1,10
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,scared,4,15
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,interested,8,30
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,peeking,11,35
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,love,2,65
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,love,11,65
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,love,4,65
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,indifferent,3,20
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,intrigued,7,45
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,intrigued,8,45
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,worried,8,12
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,like,7,50
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,heart,8,60
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,want,7,70
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,want,10,70
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,want,8,70
25948d39-4549-4ead-be71-6a571bd56fe1,audio,science,want,1,70
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,disgust,3,0
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,1,10
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,3,10
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,7,10
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,12,10
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,8,10
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,dislike,10,10
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,8,15
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,2,15
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,1,15
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,scared,11,15
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,interested,3,30
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,interested,11,30
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,peeking,1,35
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,9,70
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,8,70
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,cherish,6,70
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,10,5
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,8,5
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,2,5
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,hate,1,5
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,love,9,65
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,love,1,65
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,indifferent,4,20
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,super love,8,75
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,10,45
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,8,45
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,intrigued,11,45
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,1,12
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,10,12
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,worried,6,12
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,like,3,50
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,7,60
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,11,60
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,heart,5,60
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,want,9,70
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,adore,11,72
d03efe68-5986-48c4-8767-93b8f5881004,GIF,animals,adore,3,72
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,hate,2,5
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,indifferent,12,20
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,adore,3,72
678dd299-afc6-4e35-890d-38a016cfdeff,video,public speaking,adore,9,72
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,disgust,4,0
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,5,10
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,10,10
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,2,10
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,dislike,1,10
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,scared,11,15
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,scared,6,15
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,interested,11,30
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,interested,12,30
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,4,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,11,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,6,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,peeking,12,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,cherish,2,70
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,hate,4,5
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,hate,6,5
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,love,2,65
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,love,8,65
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,indifferent,9,20
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,indifferent,11,20
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,super love,8,75
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,super love,6,75
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,intrigued,1,45
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,worried,1,12
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,worried,10,12
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,8,50
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,1,50
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,like,6,50
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,7,60
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,8,60
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,heart,10,60
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,10,70
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,9,70
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,want,6,70
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,adore,5,72
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,healthy eating,adore,3,72
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,disgust,9,0
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,dislike,1,10
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,scared,8,15
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,4,30
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,12,30
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,interested,3,30
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,4,35
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,10,35
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,3,35
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,peeking,12,35
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,3,70
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,12,70
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,cherish,6,70
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,11,5
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,4,5
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,9,5
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,5,5
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,hate,8,5
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,12,65
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,7,65
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,1,65
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,4,65
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,love,5,65
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,indifferent,6,20
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,indifferent,5,20
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,super love,4,75
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,super love,3,75
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,intrigued,6,45
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,worried,4,12
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,worried,7,12
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,like,11,50
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,like,12,50
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,heart,11,60
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,heart,8,60
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,adore,5,72
11b96207-c1c5-4083-948d-2942684aae0d,photo,studying,adore,9,72
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,11,0
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,12,0
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,disgust,4,0
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,1,10
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,9,10
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,dislike,11,10
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,scared,5,15
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,scared,4,15
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,interested,9,30
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,interested,3,30
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,4,35
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,9,35
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,peeking,3,35
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,1,70
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,8,70
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,cherish,5,70
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,7,5
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,4,5
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,5,5
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,hate,12,5
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,11,65
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,8,65
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,10,65
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,love,2,65
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,indifferent,9,20
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,indifferent,11,20
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,9,75
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,super love,5,75
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,7,45
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,12,45
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,intrigued,10,45
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,10,12
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,2,12
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,1,12
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,11,12
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,worried,3,12
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,like,2,50
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,heart,5,60
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,1,70
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,3,70
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,want,10,70
51a26a10-6973-4882-aa88-98b53978ce01,audio,veganism,adore,10,72
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",disgust,8,0
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",dislike,11,10
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",dislike,7,10
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",scared,4,15
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",scared,7,15
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",scared,3,15
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",interested,4,30
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",interested,7,30
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",peeking,9,35
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",peeking,2,35
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",peeking,11,35
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",cherish,6,70
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",cherish,10,70
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",hate,6,5
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",love,7,65
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",indifferent,6,20
693b5f91-52b1-4464-916c-91adccbec996,photo,"""culture""",super love,3,75
