,Content ID,Content Type,Category,Reaction Type,Month,Score
5147,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,worried,10,12
5148,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,worried,5,12
5149,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,worried,7,12
5150,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,like,11,50
5151,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,like,9,50
5152,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,heart,3,60
5153,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,want,1,70
5154,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,want,2,70
5155,3e64dfe3-e832-4352-a170-9806f64ac507,audio,healthy eating,adore,6,72
5173,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,disgust,12,0
5174,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,dislike,7,10
5175,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,scared,7,15
5176,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,interested,12,30
5177,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,interested,2,30
5178,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,peeking,6,35
5179,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,hate,1,5
5180,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,hate,2,5
5181,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,hate,8,5
5182,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,hate,5,5
5183,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,hate,12,5
5184,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,love,6,65
5185,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,love,9,65
5186,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,indifferent,2,20
5187,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,super love,3,75
5188,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,intrigued,9,45
5189,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,intrigued,7,45
5190,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,worried,5,12
5191,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,like,12,50
5192,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,like,9,50
5193,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,like,5,50
5194,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,like,2,50
5195,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,heart,5,60
5196,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,want,3,70
5197,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,want,11,70
5198,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,want,2,70
5199,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,want,1,70
5200,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,adore,11,72
5201,d029d393-b80b-4a56-9450-7645ee42da07,video,healthy eating,adore,9,72
5202,4ce7258e-3777-42b4-af6a-dd8898c42cfd,photo,travel,dislike,8,10
5203,4ce7258e-3777-42b4-af6a-dd8898c42cfd,photo,travel,dislike,11,10
5204,4ce7258e-3777-42b4-af6a-dd8898c42cfd,photo,travel,hate,5,5
5205,4ce7258e-3777-42b4-af6a-dd8898c42cfd,photo,travel,love,12,65
5206,4ce7258e-3777-42b4-af6a-dd8898c42cfd,photo,travel,like,5,50
5207,4ce7258e-3777-42b4-af6a-dd8898c42cfd,photo,travel,like,2,50
5208,4ce7258e-3777-42b4-af6a-dd8898c42cfd,photo,travel,want,3,70
5274,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,disgust,8,0
5275,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,disgust,12,0
5276,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,disgust,1,0
5277,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,dislike,1,10
5278,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,dislike,9,10
5279,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,scared,7,15
5280,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,scared,8,15
5281,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,scared,10,15
5282,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,scared,4,15
5283,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,interested,5,30
5284,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,interested,1,30
5285,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,peeking,9,35
5286,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,peeking,5,35
5287,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,cherish,7,70
5288,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,hate,7,5
5289,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,hate,9,5
5290,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,hate,6,5
5291,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,hate,10,5
5292,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,hate,3,5
5293,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,love,3,65
5294,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,love,1,65
5295,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,love,9,65
5296,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,indifferent,3,20
5297,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,super love,2,75
5298,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,super love,4,75
5299,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,intrigued,3,45
5300,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,intrigued,12,45
5301,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,intrigued,4,45
5302,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,worried,10,12
5303,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,like,5,50
5304,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,like,12,50
5305,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,heart,9,60
5306,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,heart,10,60
5307,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,want,11,70
5308,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,want,10,70
5309,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,want,4,70
5310,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,want,7,70
5311,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,adore,11,72
5312,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,adore,5,72
5313,b1c49557-0623-4fb2-8f22-1453286fedad,video,healthy eating,adore,6,72
5351,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,disgust,8,0
5352,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,disgust,5,0
5353,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,dislike,4,10
5354,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,dislike,11,10
5355,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,dislike,6,10
5356,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,dislike,7,10
5357,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,dislike,12,10
5358,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,scared,12,15
5359,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,scared,11,15
5360,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,scared,10,15
5361,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,interested,5,30
5362,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,interested,1,30
5363,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,cherish,12,70
5364,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,cherish,1,70
5365,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,cherish,9,70
5366,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,cherish,8,70
5367,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,hate,1,5
5368,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,hate,7,5
5369,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,love,6,65
5370,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,love,8,65
5371,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,love,12,65
5372,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,indifferent,8,20
5373,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,indifferent,1,20
5374,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,indifferent,12,20
5375,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,indifferent,6,20
5376,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,super love,11,75
5377,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,super love,12,75
5378,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,super love,5,75
5379,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,super love,4,75
5380,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,intrigued,8,45
5381,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,intrigued,9,45
5382,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,worried,3,12
5383,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,worried,10,12
5384,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,like,10,50
5385,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,like,5,50
5386,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,want,4,70
5387,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,want,9,70
5388,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,want,11,70
5389,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,adore,6,72
5390,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,adore,8,72
5391,bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,healthy eating,adore,3,72
5470,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,dislike,10,10
5471,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,scared,12,15
5472,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,scared,4,15
5473,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,peeking,10,35
5474,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,peeking,9,35
5475,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,cherish,2,70
5476,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,cherish,1,70
5477,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,cherish,6,70
5478,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,hate,11,5
5479,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,hate,10,5
5480,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,love,7,65
5481,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,indifferent,5,20
5482,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,indifferent,10,20
5483,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,super love,6,75
5484,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,super love,5,75
5485,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,super love,2,75
5486,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,intrigued,3,45
5487,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,intrigued,2,45
5488,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,worried,1,12
5489,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,like,3,50
5490,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,like,5,50
5491,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,like,12,50
5492,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,like,10,50
5493,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,heart,1,60
5494,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,heart,5,60
5495,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,want,4,70
5496,a3d563e1-c7a6-4367-9195-cddc36863735,audio,healthy eating,adore,6,72
5497,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,disgust,8,0
5498,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,disgust,2,0
5499,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,disgust,3,0
5500,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,dislike,7,10
5501,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,dislike,4,10
5502,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,dislike,11,10
5503,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,dislike,1,10
5504,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,scared,4,15
5505,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,interested,1,30
5506,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,peeking,2,35
5507,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,peeking,6,35
5508,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,peeking,11,35
5509,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,cherish,8,70
5510,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,cherish,5,70
5511,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,cherish,9,70
5512,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,hate,10,5
5513,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,hate,7,5
5514,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,hate,5,5
5515,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,hate,11,5
5516,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,hate,2,5
5517,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,love,5,65
5518,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,indifferent,6,20
5519,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,indifferent,2,20
5520,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,super love,2,75
5521,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,super love,3,75
5522,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,super love,9,75
5523,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,intrigued,10,45
5524,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,intrigued,6,45
5525,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,worried,7,12
5526,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,worried,10,12
5527,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,like,9,50
5528,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,like,11,50
5529,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,want,2,70
5530,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,want,5,70
5531,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,adore,11,72
5532,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,adore,1,72
5533,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,adore,12,72
5534,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,adore,9,72
5535,350e0d40-e036-459c-9cbe-73e003c33cfa,photo,technology,adore,10,72
5579,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,disgust,7,0
5580,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,dislike,2,10
5581,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,dislike,4,10
5582,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,dislike,6,10
5583,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,scared,2,15
5584,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,interested,4,30
5585,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,interested,5,30
5586,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,peeking,2,35
5587,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,peeking,3,35
5588,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,cherish,7,70
5589,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,cherish,10,70
5590,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,hate,1,5
5591,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,love,12,65
5592,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,love,9,65
5593,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,indifferent,5,20
5594,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,indifferent,4,20
5595,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,indifferent,10,20
5596,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,indifferent,12,20
5597,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,super love,9,75
5598,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,intrigued,4,45
5599,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,worried,4,12
5600,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,worried,7,12
5601,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,like,10,50
5602,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,like,8,50
5603,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,heart,1,60
5604,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,want,5,70
5605,60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,want,9,70
5606,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,disgust,12,0
5607,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,dislike,3,10
5608,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,interested,9,30
5609,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,interested,1,30
5610,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,peeking,9,35
5611,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,cherish,5,70
5612,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,hate,12,5
5613,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,love,10,65
5614,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,intrigued,3,45
5615,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,intrigued,7,45
5616,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,worried,7,12
5617,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,like,11,50
5618,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,heart,6,60
5619,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,heart,10,60
5620,13a4d35c-761c-47a3-b25b-5cc5825d04f2,photo,travel,want,7,70
5753,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,disgust,2,0
5754,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,dislike,7,10
5755,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,dislike,3,10
5756,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,dislike,11,10
5757,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,scared,9,15
5758,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,scared,8,15
5759,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,scared,3,15
5760,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,scared,6,15
5761,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,interested,10,30
5762,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,interested,6,30
5763,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,peeking,8,35
5764,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,peeking,2,35
5765,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,peeking,12,35
5766,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,cherish,1,70
5767,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,cherish,3,70
5768,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,hate,9,5
5769,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,hate,7,5
5770,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,love,1,65
5771,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,love,4,65
5772,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,indifferent,10,20
5773,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,indifferent,12,20
5774,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,super love,1,75
5775,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,super love,11,75
5776,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,super love,2,75
5777,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,intrigued,4,45
5778,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,worried,2,12
5779,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,worried,12,12
5780,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,worried,7,12
5781,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,like,11,50
5782,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,like,7,50
5783,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,like,12,50
5784,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,heart,1,60
5785,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,heart,7,60
5786,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,want,5,70
5787,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,want,6,70
5788,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,want,10,70
5789,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,adore,10,72
5790,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,adore,11,72
5791,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,adore,12,72
5792,7fe36d94-8867-4719-9c62-60b077cf5973,photo,travel,adore,2,72
5973,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,interested,8,30
5974,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,love,9,65
5975,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,indifferent,1,20
5976,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,indifferent,11,20
5977,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,super love,12,75
5978,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,super love,6,75
5979,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,super love,3,75
5980,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,worried,11,12
5981,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,like,6,50
5982,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,like,12,50
5983,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,want,4,70
5984,3926740f-e4f7-4229-9aad-e435149d0d2f,photo,science,adore,7,72
6015,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,disgust,2,0
6016,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,disgust,8,0
6017,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,dislike,7,10
6018,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,dislike,5,10
6019,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,dislike,11,10
6020,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,scared,7,15
6021,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,scared,6,15
6022,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,scared,2,15
6023,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,scared,12,15
6024,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,scared,8,15
6025,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,scared,4,15
6026,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,interested,7,30
6027,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,interested,3,30
6028,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,peeking,5,35
6029,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,peeking,8,35
6030,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,peeking,1,35
6031,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,cherish,5,70
6032,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,cherish,3,70
6033,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,cherish,7,70
6034,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,hate,5,5
6035,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,love,4,65
6036,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,love,9,65
6037,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,love,12,65
6038,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,indifferent,4,20
6039,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,indifferent,5,20
6040,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,super love,7,75
6041,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,super love,6,75
6042,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,super love,4,75
6043,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,intrigued,11,45
6044,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,worried,7,12
6045,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,worried,4,12
6046,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,heart,12,60
6047,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,want,1,70
6048,b4c71928-99f0-4f1e-bdff-3d99c16113ac,video,travel,want,2,70
